drug1,drug2,classes,source_line,mechanism,source_file_id
D02567,D02562,CI,474,unclassified,d0044
D02567,D02563,CI,475,unclassified,d0044
D02567,D02564,CI,476,unclassified,d0044
D02567,D02579,CI,477,unclassified,d0044
D02567,D02580,CI,478,unclassified,d0044
D02567,D02581,CI,479,unclassified,d0044
D02567,D02787,P,480,Target: SLC6A4,d0044
D02567,D03239,CI,481,unclassified,d0044
D02567,D03248,CI,482,unclassified,d0044
D02567,D03409,CI,483,unclassified,d0044
D02567,D03649,P,484,Target: SLC6A4,d0044
D02567,D03731,CI,485,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2D6,d0044
D02567,D03733,CI,486,unclassified,d0044
D02567,D04092,CI,487,unclassified,d0044
D02567,D04105,P,488,unclassified,d0044
D02567,D04681,CI,489,unclassified,d0044
D02567,D05033,CI,490,unclassified,d0044
D02567,D05039,CI,491,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02567,D05040,CI,492,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02567,D05374,P,493,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02567,D05375,P,494,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02567,D05491,P,495,Target: SLC6A4,d0044
D02567,D06367,P,496,unclassified,d0044
D02567,D07337,CI,497,unclassified,d0044
D02567,D07338,CI,498,unclassified,d0044
D02567,D07704,P,499,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19,d0044
D02567,D07705,P,500,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19,d0044
D02567,D07913,P,501,Enzyme: CYP3A4 CYP2C19 CYP2D6 AOX1 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02567,D07984,P,502,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19 CYP3A4,d0044
D02567,D08085,CI,503,unclassified,d0044
D02567,D08349,CI,504,unclassified,d0044
D02567,D08392,CI,505,unclassified,d0044
D02567,D08393,CI,506,unclassified,d0044
D02567,D08453,CI,507,unclassified,d0044
D02567,D08469,CI,508,unclassified,d0044
D02567,D08625,CI,509,unclassified,d0044
D02567,D09773,CI,510,unclassified,d0044
D02567,D10158,CI,511,unclassified,d0044
D02567,D10191,CI,512,unclassified,d0044
D02567,D10829,CI,513,unclassified,d0044
D02579,D00785,CI,514,Target: MAOB,d0044
D02579,D00824,CI,515,unclassified,d0044
D02579,D00825,CI,516,unclassified,d0044
D02579,D02260,CI,517,unclassified,d0044
D02579,D02562,CI,518,Target: MAOB,d0044
D02579,D02567,CI,519,unclassified,d0044
D02579,D03731,CI,520,Target: MAOB,d0044
D02579,D05374,CI,521,unclassified,d0044
D02579,D05375,CI,522,unclassified,d0044
D02579,D10191,CI,523,Target: MAOB / Enzyme-Target: MAOA,d0044
D02580,D00785,CI,524,Target: MAOB,d0044
D02580,D00824,CI,525,unclassified,d0044
D02580,D00825,CI,526,unclassified,d0044
D02580,D02260,CI,527,unclassified,d0044
D02580,D02562,CI,528,Target: MAOB,d0044
D02580,D02567,CI,529,unclassified,d0044
D02580,D03731,CI,530,Target: MAOB,d0044
D02580,D05374,CI,531,unclassified,d0044
D02580,D05375,CI,532,unclassified,d0044
D02580,D10191,CI,533,Target: MAOB / Enzyme-Target: MAOA,d0044
D02581,D00785,CI,534,unclassified,d0044
D02581,D00824,CI,535,unclassified,d0044
D02581,D00825,CI,536,unclassified,d0044
D02581,D02260,CI,537,unclassified,d0044
D02581,D02562,CI,538,unclassified,d0044
D02581,D02567,CI,539,unclassified,d0044
D02581,D03731,CI,540,unclassified,d0044
D02581,D05374,CI,541,unclassified,d0044
D02581,D05375,CI,542,unclassified,d0044
D02581,D10191,CI,543,Enzyme-Target: MAOA,d0044
D02787,D00785,CI,544,unclassified,d0044
D02787,D00824,P,545,Target: SLC6A4,d0044
D02787,D02260,P,546,Target: SLC6A4,d0044
D02787,D02562,CI,547,unclassified,d0044
D02787,D02567,P,548,Target: SLC6A4,d0044
D02787,D03731,CI,549,unclassified,d0044
D02787,D05374,P,550,Target: SLC6A4,d0044
D02787,D05375,P,551,Target: SLC6A4,d0044
D02787,D10191,CI,552,unclassified,d0044
D03239,D00785,CI,553,Target: MAOB,d0044
D03239,D00824,CI,554,unclassified,d0044
D03239,D00825,CI,555,unclassified,d0044
D03239,D02260,CI,556,unclassified,d0044
D03239,D02562,CI,557,Target: MAOB,d0044
D03239,D02567,CI,558,unclassified,d0044
D03239,D03731,CI,559,Target: MAOB,d0044
D03239,D05374,CI,560,unclassified,d0044
D03239,D05375,CI,561,unclassified,d0044
D03239,D10191,CI,562,Target: MAOB / Enzyme-Target: MAOA,d0044
D03248,D00785,CI,563,unclassified,d0044
D03248,D00824,CI,564,unclassified,d0044
D03248,D00825,CI,565,unclassified,d0044
D03248,D02260,CI,566,unclassified,d0044
D03248,D02562,CI,567,unclassified,d0044
D03248,D02567,CI,568,unclassified,d0044
D03248,D03731,CI,569,unclassified,d0044
D03248,D05374,CI,570,unclassified,d0044
D03248,D05375,CI,571,unclassified,d0044
D03248,D10191,CI,572,Enzyme-Target: MAOA,d0044
D03409,D00785,CI,573,Target: MAOB,d0044
D03409,D00824,CI,574,unclassified,d0044
D03409,D00825,CI,575,unclassified,d0044
D03409,D02260,CI,576,unclassified,d0044
D03409,D02562,CI,577,Target: MAOB,d0044
D03409,D02567,CI,578,unclassified,d0044
D03409,D03731,CI,579,Target: MAOB,d0044
D03409,D05374,CI,580,unclassified,d0044
D03409,D05375,CI,581,unclassified,d0044
D03409,D10191,CI,582,Target: MAOB / Enzyme-Target: MAOA,d0044
D03649,D00785,CI,583,unclassified,d0044
D03649,D00824,P,584,Target: SLC6A4,d0044
D03649,D02260,P,585,Target: SLC6A4,d0044
D03649,D02562,CI,586,unclassified,d0044
D03649,D02567,P,587,Target: SLC6A4,d0044
D03649,D03731,CI,588,unclassified,d0044
D03649,D05374,P,589,Target: SLC6A4,d0044
D03649,D05375,P,590,Target: SLC6A4,d0044
D03649,D10191,CI,591,unclassified,d0044
D03731,D00326,CI,592,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D00346,CI,593,unclassified,d0044
D03731,D00505,CI,594,Target: MAOB,d0044
D03731,D00785,CI,595,Enzyme: CYP2B6 CYP2D6 CYP3A4 / Target: MAOB,d0044
D03731,D00822,CI,596,Enzyme: CYP2D6 CYP3A4,d0044
D03731,D00823,CI,597,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D00824,CI,598,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4,d0044
D03731,D00825,CI,599,Enzyme: CYP2B6 CYP3A4,d0044
D03731,D00826,CI,600,Target: MAOB,d0044
D03731,D01097,CI,601,Target: MAOB,d0044
D03731,D01501,CI,602,unclassified,d0044
D03731,D01888,CI,603,Target: MAOB,d0044
D03731,D02002,CI,604,unclassified,d0044
D03731,D02260,CI,605,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D02360,CI,606,Enzyme: CYP2B6 CYP3A4,d0044
D03731,D02362,CI,607,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D02559,CI,608,unclassified,d0044
D03731,D02560,CI,609,unclassified,d0044
D03731,D02561,CI,610,CYP inhibition: CYP2D6,d0044
D03731,D02562,CI,611,Target: MAOB,d0044
D03731,D02563,CI,612,unclassified,d0044
D03731,D02564,CI,613,Target: MAOB,d0044
D03731,D02567,CI,614,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D02579,CI,615,Target: MAOB,d0044
D03731,D02580,CI,616,Target: MAOB,d0044
D03731,D02581,CI,617,unclassified,d0044
D03731,D02787,CI,618,unclassified,d0044
D03731,D03239,CI,619,Target: MAOB,d0044
D03731,D03248,CI,620,unclassified,d0044
D03731,D03409,CI,621,Target: MAOB,d0044
D03731,D03649,CI,622,unclassified,d0044
D03731,D03733,CI,623,Target: MAOB,d0044
D03731,D04092,CI,624,Target: MAOB,d0044
D03731,D04105,CI,625,unclassified,d0044
D03731,D04681,CI,626,Target: MAOB,d0044
D03731,D05033,CI,627,Target: MAOB,d0044
D03731,D05039,CI,628,Enzyme: CYP2D6,d0044
D03731,D05040,CI,629,Enzyme: CYP2D6,d0044
D03731,D05374,CI,630,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D05375,CI,631,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D03731,D05491,CI,632,unclassified,d0044
D03731,D06367,CI,633,unclassified,d0044
D03731,D07337,CI,634,Target: MAOB,d0044
D03731,D07338,CI,635,Target: MAOB,d0044
D03731,D07704,CI,636,Enzyme: CYP2D6 CYP3A4,d0044
D03731,D07705,CI,637,Enzyme: CYP2D6 CYP3A4,d0044
D03731,D07913,CI,638,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6,d0044
D03731,D07984,CI,639,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4,d0044
D03731,D08085,CI,640,Target: MAOB,d0044
D03731,D08349,CI,641,Target: MAOB,d0044
D03731,D08392,CI,642,unclassified,d0044
D03731,D08393,CI,643,unclassified,d0044
D03731,D08453,CI,644,Target: MAOB,d0044
D03731,D08469,CI,645,Target: MAOB,d0044
D03731,D08625,CI,646,Target: MAOB,d0044
D03731,D09773,CI,647,unclassified,d0044
D03731,D10158,CI,648,Target: MAOB,d0044
D03731,D10191,CI,649,Target: MAOB,d0044
D03731,D10829,CI,650,Target: MAOB,d0044
D03733,D00785,CI,651,Target: MAOB,d0044
D03733,D00824,CI,652,unclassified,d0044
D03733,D00825,CI,653,unclassified,d0044
D03733,D02260,CI,654,unclassified,d0044
D03733,D02562,CI,655,Target: MAOB,d0044
D03733,D02567,CI,656,unclassified,d0044
D03733,D03731,CI,657,Target: MAOB,d0044
D03733,D05374,CI,658,unclassified,d0044
D03733,D05375,CI,659,unclassified,d0044
D03733,D10191,CI,660,Target: MAOB,d0044
D04092,D00785,CI,661,Target: MAOB,d0044
D04092,D00824,CI,662,unclassified,d0044
D04092,D00825,CI,663,unclassified,d0044
D04092,D02260,CI,664,unclassified,d0044
D04092,D02562,CI,665,Target: MAOB,d0044
D04092,D02567,CI,666,unclassified,d0044
D04092,D03731,CI,667,Target: MAOB,d0044
D04092,D05374,CI,668,unclassified,d0044
D04092,D05375,CI,669,unclassified,d0044
D04092,D10191,CI,670,Target: MAOB / Enzyme-Target: MAOA,d0044
D04105,D00785,CI,671,unclassified,d0044
D04105,D00824,P,672,unclassified,d0044
D04105,D02260,P,673,unclassified,d0044
D04105,D02562,CI,674,unclassified,d0044
D04105,D02567,P,675,unclassified,d0044
D04105,D03731,CI,676,unclassified,d0044
D04105,D05374,P,677,unclassified,d0044
D04105,D05375,P,678,unclassified,d0044
D04105,D10191,CI,679,unclassified,d0044
D04681,D00785,CI,680,Target: MAOB,d0044
D04681,D00824,CI,681,unclassified,d0044
D04681,D00825,CI,682,unclassified,d0044
D04681,D02260,CI,683,unclassified,d0044
D04681,D02562,CI,684,Target: MAOB,d0044
D04681,D02567,CI,685,unclassified,d0044
D04681,D03731,CI,686,Target: MAOB,d0044
D04681,D05374,CI,687,unclassified,d0044
D04681,D05375,CI,688,unclassified,d0044
D04681,D10191,CI,689,Target: MAOB,d0044
D05033,D00785,CI,690,Target: MAOB,d0044
D05033,D00824,CI,691,unclassified,d0044
D05033,D00825,CI,692,unclassified,d0044
D05033,D02260,CI,693,unclassified,d0044
D05033,D02562,CI,694,Target: MAOB,d0044
D05033,D02567,CI,695,unclassified,d0044
D05033,D03731,CI,696,Target: MAOB,d0044
D05033,D05374,CI,697,unclassified,d0044
D05033,D05375,CI,698,unclassified,d0044
D05033,D10191,CI,699,Target: MAOB,d0044
D05039,D00785,CI,700,Enzyme: CYP2D6,d0044
D05039,D00824,CI,701,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05039,D00825,CI,702,unclassified,d0044
D05039,D02260,CI,703,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05039,D02562,CI,704,unclassified,d0044
D05039,D02567,CI,705,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05039,D03731,CI,706,Enzyme: CYP2D6,d0044
D05039,D05374,CI,707,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05039,D05375,CI,708,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05039,D10191,CI,709,Enzyme-Target: MAOA,d0044
D05040,D00785,CI,710,Enzyme: CYP2D6,d0044
D05040,D00824,CI,711,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05040,D00825,CI,712,unclassified,d0044
D05040,D02260,CI,713,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05040,D02562,CI,714,unclassified,d0044
D05040,D02567,CI,715,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05040,D03731,CI,716,Enzyme: CYP2D6,d0044
D05040,D05374,CI,717,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05040,D05375,CI,718,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05040,D10191,CI,719,Enzyme-Target: MAOA,d0044
D05374,D00326,P,720,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D00346,CI,721,unclassified,d0044
D05374,D00505,CI,722,unclassified,d0044
D05374,D00785,CI,723,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05374,D00822,P,724,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D00823,P,725,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D00824,P,726,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D00825,P,727,Target: SLC6A4,d0044
D05374,D00826,CI,728,unclassified,d0044
D05374,D01097,CI,729,unclassified,d0044
D05374,D01501,CI,730,unclassified,d0044
D05374,D01888,CI,731,unclassified,d0044
D05374,D02002,CI,732,unclassified,d0044
D05374,D02260,P,733,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D02360,P,734,Target: SLC6A4,d0044
D05374,D02362,P,735,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D02559,CI,736,unclassified,d0044
D05374,D02560,CI,737,unclassified,d0044
D05374,D02561,CI,738,CYP inhibition: CYP2D6,d0044
D05374,D02562,CI,739,unclassified,d0044
D05374,D02563,CI,740,unclassified,d0044
D05374,D02564,CI,741,unclassified,d0044
D05374,D02567,P,742,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D02579,CI,743,unclassified,d0044
D05374,D02580,CI,744,unclassified,d0044
D05374,D02581,CI,745,unclassified,d0044
D05374,D02787,P,746,Target: SLC6A4,d0044
D05374,D03239,CI,747,unclassified,d0044
D05374,D03248,CI,748,unclassified,d0044
D05374,D03409,CI,749,unclassified,d0044
D05374,D03649,P,750,Target: SLC6A4,d0044
D05374,D03731,CI,751,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05374,D03733,CI,752,unclassified,d0044
D05374,D04092,CI,753,unclassified,d0044
D05374,D04105,P,754,unclassified,d0044
D05374,D04681,CI,755,unclassified,d0044
D05374,D05033,CI,756,unclassified,d0044
D05374,D05039,CI,757,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05374,D05040,CI,758,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05374,D05375,P,759,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D05491,P,760,Target: SLC6A4,d0044
D05374,D06367,P,761,unclassified,d0044
D05374,D07337,CI,762,unclassified,d0044
D05374,D07338,CI,763,unclassified,d0044
D05374,D07704,P,764,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D07705,P,765,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D07913,P,766,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D07984,P,767,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05374,D08085,CI,768,unclassified,d0044
D05374,D08349,CI,769,unclassified,d0044
D05374,D08392,CI,770,unclassified,d0044
D05374,D08393,CI,771,unclassified,d0044
D05374,D08453,CI,772,unclassified,d0044
D05374,D08469,CI,773,unclassified,d0044
D05374,D08625,CI,774,unclassified,d0044
D05374,D09773,CI,775,unclassified,d0044
D05374,D10158,CI,776,unclassified,d0044
D05374,D10191,CI,777,unclassified,d0044
D05374,D10829,CI,778,unclassified,d0044
D05375,D00326,P,779,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D00346,CI,780,unclassified,d0044
D05375,D00505,CI,781,unclassified,d0044
D05375,D00785,CI,782,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05375,D00822,P,783,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D00823,P,784,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D00824,P,785,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D00825,P,786,Target: SLC6A4,d0044
D05375,D00826,CI,787,unclassified,d0044
D05375,D01097,CI,788,unclassified,d0044
D05375,D01501,CI,789,unclassified,d0044
D05375,D01888,CI,790,unclassified,d0044
D05375,D02002,CI,791,unclassified,d0044
D05375,D02260,P,792,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D02360,P,793,Target: SLC6A4,d0044
D05375,D02362,P,794,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D02559,CI,795,unclassified,d0044
D05375,D02560,CI,796,unclassified,d0044
D05375,D02561,CI,797,CYP inhibition: CYP2D6,d0044
D05375,D02562,CI,798,unclassified,d0044
D05375,D02563,CI,799,unclassified,d0044
D05375,D02564,CI,800,unclassified,d0044
D05375,D02567,P,801,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D02579,CI,802,unclassified,d0044
D05375,D02580,CI,803,unclassified,d0044
D05375,D02581,CI,804,unclassified,d0044
D05375,D02787,P,805,Target: SLC6A4,d0044
D05375,D03239,CI,806,unclassified,d0044
D05375,D03248,CI,807,unclassified,d0044
D05375,D03409,CI,808,unclassified,d0044
D05375,D03649,P,809,Target: SLC6A4,d0044
D05375,D03731,CI,810,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05375,D03733,CI,811,unclassified,d0044
D05375,D04092,CI,812,unclassified,d0044
D05375,D04105,P,813,unclassified,d0044
D05375,D04681,CI,814,unclassified,d0044
D05375,D05033,CI,815,unclassified,d0044
D05375,D05039,CI,816,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05375,D05040,CI,817,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D05375,D05374,P,818,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D05491,P,819,Target: SLC6A4,d0044
D05375,D06367,P,820,unclassified,d0044
D05375,D07337,CI,821,unclassified,d0044
D05375,D07338,CI,822,unclassified,d0044
D05375,D07704,P,823,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D07705,P,824,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D07913,P,825,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D07984,P,826,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D05375,D08085,CI,827,unclassified,d0044
D05375,D08349,CI,828,unclassified,d0044
D05375,D08392,CI,829,unclassified,d0044
D05375,D08393,CI,830,unclassified,d0044
D05375,D08453,CI,831,unclassified,d0044
D05375,D08469,CI,832,unclassified,d0044
D05375,D08625,CI,833,unclassified,d0044
D05375,D09773,CI,834,unclassified,d0044
D05375,D10158,CI,835,unclassified,d0044
D05375,D10191,CI,836,unclassified,d0044
D05375,D10829,CI,837,unclassified,d0044
D05491,D00785,CI,838,unclassified,d0044
D05491,D00824,P,839,Target: SLC6A4,d0044
D05491,D02260,P,840,Target: SLC6A4,d0044
D05491,D02562,CI,841,unclassified,d0044
D05491,D02567,P,842,Target: SLC6A4,d0044
D05491,D03731,CI,843,unclassified,d0044
D05491,D05374,P,844,Target: SLC6A4,d0044
D05491,D05375,P,845,Target: SLC6A4,d0044
D05491,D10191,CI,846,unclassified,d0044
D06367,D00785,CI,847,unclassified,d0044
D06367,D00824,P,848,unclassified,d0044
D06367,D02260,P,849,unclassified,d0044
D06367,D02562,CI,850,unclassified,d0044
D06367,D02567,P,851,unclassified,d0044
D06367,D03731,CI,852,unclassified,d0044
D06367,D05374,P,853,unclassified,d0044
D06367,D05375,P,854,unclassified,d0044
D06367,D10191,CI,855,unclassified,d0044
D07337,D00785,CI,856,Target: MAOB,d0044
D07337,D00824,CI,857,unclassified,d0044
D07337,D00825,CI,858,unclassified,d0044
D07337,D02260,CI,859,unclassified,d0044
D07337,D02562,CI,860,Target: MAOB,d0044
D07337,D02567,CI,861,unclassified,d0044
D07337,D03731,CI,862,Target: MAOB,d0044
D07337,D05374,CI,863,unclassified,d0044
D07337,D05375,CI,864,unclassified,d0044
D07337,D10191,CI,865,Target: MAOB / Enzyme-Target: MAOA,d0044
D07338,D00785,CI,866,Target: MAOB,d0044
D07338,D00824,CI,867,unclassified,d0044
D07338,D00825,CI,868,unclassified,d0044
D07338,D02260,CI,869,unclassified,d0044
D07338,D02562,CI,870,Target: MAOB,d0044
D07338,D02567,CI,871,unclassified,d0044
D07338,D03731,CI,872,Target: MAOB,d0044
D07338,D05374,CI,873,unclassified,d0044
D07338,D05375,CI,874,unclassified,d0044
D07338,D10191,CI,875,Target: MAOB / Enzyme-Target: MAOA,d0044
D07704,D00785,CI,876,Enzyme: CYP2D6 CYP3A4,d0044
D07704,D00824,P,877,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0044
D07704,D02260,P,878,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07704,D02562,CI,879,unclassified,d0044
D07704,D02567,P,880,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19,d0044
D07704,D03731,CI,881,Enzyme: CYP2D6 CYP3A4,d0044
D07704,D05374,P,882,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07704,D05375,P,883,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07704,D10191,CI,884,unclassified,d0044
D07705,D00785,CI,885,Enzyme: CYP2D6 CYP3A4,d0044
D07705,D00824,P,886,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0044
D07705,D02260,P,887,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07705,D02562,CI,888,unclassified,d0044
D07705,D02567,P,889,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19,d0044
D07705,D03731,CI,890,Enzyme: CYP2D6 CYP3A4,d0044
D07705,D05374,P,891,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07705,D05375,P,892,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07705,D10191,CI,893,unclassified,d0044
D07913,D00785,CI,894,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6,d0044
D07913,D00824,P,895,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4,d0044
D07913,D02260,P,896,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07913,D02562,CI,897,unclassified,d0044
D07913,D02567,P,898,Enzyme: CYP3A4 CYP2C19 CYP2D6 AOX1 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07913,D03731,CI,899,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6,d0044
D07913,D05374,P,900,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07913,D05375,P,901,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07913,D10191,CI,902,unclassified,d0044
D07984,D00785,CI,903,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4,d0044
D07984,D00824,P,904,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07984,D02260,P,905,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07984,D02562,"CI,P",906,CYP inhibition: CYP1A2,d0044
D07984,D02567,P,907,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19 CYP3A4,d0044
D07984,D03731,CI,908,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4,d0044
D07984,D05374,P,909,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07984,D05375,P,910,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D07984,D10191,CI,911,unclassified,d0044
D08085,D00785,CI,912,Target: MAOB,d0044
D08085,D00824,CI,913,unclassified,d0044
D08085,D00825,CI,914,unclassified,d0044
D08085,D02260,CI,915,unclassified,d0044
D08085,D02562,CI,916,Target: MAOB,d0044
D08085,D02567,CI,917,unclassified,d0044
D08085,D03731,CI,918,Target: MAOB,d0044
D08085,D05374,CI,919,unclassified,d0044
D08085,D05375,CI,920,unclassified,d0044
D08085,D10191,CI,921,Target: MAOB / Enzyme-Target: MAOA,d0044
D08349,D00785,CI,922,Target: MAOB,d0044
D08349,D00824,CI,923,unclassified,d0044
D08349,D00825,CI,924,unclassified,d0044
D08349,D02260,CI,925,unclassified,d0044
D08349,D02562,CI,926,Target: MAOB,d0044
D08349,D02567,CI,927,unclassified,d0044
D08349,D03731,CI,928,Target: MAOB,d0044
D08349,D05374,CI,929,unclassified,d0044
D08349,D05375,CI,930,unclassified,d0044
D08349,D10191,CI,931,Target: MAOB / Enzyme-Target: MAOA,d0044
D08392,D00785,CI,932,unclassified,d0044
D08392,D00824,CI,933,unclassified,d0044
D08392,D00825,CI,934,unclassified,d0044
D08392,D02260,CI,935,unclassified,d0044
D08392,D02562,CI,936,unclassified,d0044
D08392,D02567,CI,937,unclassified,d0044
D08392,D03731,CI,938,unclassified,d0044
D08392,D05374,CI,939,unclassified,d0044
D08392,D05375,CI,940,unclassified,d0044
D08392,D10191,CI,941,Enzyme-Target: MAOA,d0044
D08393,D00785,CI,942,unclassified,d0044
D08393,D00824,CI,943,unclassified,d0044
D08393,D00825,CI,944,unclassified,d0044
D08393,D02260,CI,945,unclassified,d0044
D08393,D02562,CI,946,unclassified,d0044
D08393,D02567,CI,947,unclassified,d0044
D08393,D03731,CI,948,unclassified,d0044
D08393,D05374,CI,949,unclassified,d0044
